*********************************************
*** Started on 2024-10-18 14:35:11.198710 ***
*********************************************

Mod ID: 4620d9e1-3ab7-442a-be44-263765c8b5a8
Mod Name: !!!皇家海军HMS
Mod Comp.Name: 皇家海军HMS
Mod Authors: 无言Infinite

Mod Name (no extra): !!!皇家海军HMS
Mod Name (clean): 皇家海军HMS
Mod Comp.Name (clean): 皇家海军HMS

Mod Name (HTML): !HMS
Mod Name (HTML - en_US): !HMS

CREATED: C:/Users/humpel/Documents/Firaxis ModBuddy/Civilization VI/CTC - ComputerTranslatedCivilizations/CTC - Computer Translated Civilizations/2427345328

CREATED DIR (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328
COPIED (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328\!!HMS!!.modinfo


------------------------------------------------------------
FrontEndActions:
------------------------------------------------------------
XML file found: HMS_Text.xml
COPIED (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328/HMS_Text.xml

------------------------------------------------------------
InGameActions:
------------------------------------------------------------
XML file found: HMS_Text.xml
Found (Backup): C:/Users/humpel/Documents/GitHub/CTC-Computer_Translated_Civilizations/Originals/2427345328/HMS_Text.xml


------------------------------------------------------------
Entries found: {'en_US': 0, 'fr_FR': 0, 'de_DE': 0, 'it_IT': 0, 'es_ES': 0, 'ja_JP': 0, 'ru_RU': 0, 'pl_PL': 0, 'ko_KR': 0, 'zh_Hans_CN': 90, 'zh_Hant_HK': 0}
FrontEnd entries: {'en_US': 0, 'fr_FR': 0, 'de_DE': 0, 'it_IT': 0, 'es_ES': 0, 'ja_JP': 0, 'ru_RU': 0, 'pl_PL': 0, 'ko_KR': 0, 'zh_Hans_CN': 45, 'zh_Hant_HK': 0}
InGame entries: {'en_US': 0, 'fr_FR': 0, 'de_DE': 0, 'it_IT': 0, 'es_ES': 0, 'ja_JP': 0, 'ru_RU': 0, 'pl_PL': 0, 'ko_KR': 0, 'zh_Hans_CN': 45, 'zh_Hant_HK': 0}
------------------------------------------------------------
Max entries: ['zh_Hans_CN']
Default language: zh_Hans_CN: 90


FrontEnd translations:

  1 - LOC_BUILDING_HMS_ROYAL_OFFICE_NAME:  (5) ->  en_US(22)   fr_FR(21)   de_DE(21)   it_IT(21)   es_ES(19)   ja_JP(2)   ru_RU(25)   pl_PL(23)   ko_KR(5)   zh_Hant_HK(5)   
  30 - LOC_LEADER_HMS_ELIZEBETH_NAME:  (4) ->  en_US(9)   fr_FR(9)   de_DE(9)   it_IT(10)   es_ES(6)   ja_JP(5)   ru_RU(8)   pl_PL(8)   ko_KR(5)   zh_Hant_HK(4)   
  31 - LOC_LEADER_HMS_AURORA_NAME:  (3) ->  en_US(6)   fr_FR(6)   de_DE(6)   it_IT(6)   es_ES(6)   ja_JP(4)   ru_RU(6)   pl_PL(13)   ko_KR(3)   zh_Hant_HK(3)   
  32 - LOC_LEADER_HMS_ELIZEBETH_GREETING:  (0) ->  en_US(0)   fr_FR(0)   de_DE(0)   it_IT(0)   es_ES(0)   ja_JP(0)   ru_RU(0)   pl_PL(0)   ko_KR(0)   zh_Hant_HK(0)   
  33 - LOC_LEADER_HMS_AURORA_GREETING:  (0) ->  en_US(0)   fr_FR(0)   de_DE(0)   it_IT(0)   es_ES(0)   ja_JP(0)   ru_RU(0)   pl_PL(0)   ko_KR(0)   zh_Hant_HK(0)   
  34 - LOC_TRAIT_LEADER_HMS_ELIZEBETH_ABILITY_NAME:  (4) ->  en_US(17)   fr_FR(17)   de_DE(18)   it_IT(19)   es_ES(17)   ja_JP(5)   ru_RU(15)   pl_PL(15)   ko_KR(6)   zh_Hant_HK(4)   
  35 - LOC_TRAIT_LEADER_HMS_ELIZEBETH_ABILITY_DESCRIPTION:  (104) ->  en_US(177)   fr_FR(182)   de_DE(195)   it_IT(174)   es_ES(178)   ja_JP(105)   ru_RU(178)   pl_PL(201)   ko_KR(105)   zh_Hant_HK(104)   
  36 - LOC_TRAIT_LEADER_HMS_AURORA_ABILITY_NAME:  (5) ->  en_US(14)   fr_FR(16)   de_DE(35)   it_IT(11)   es_ES(19)   ja_JP(7)   ru_RU(17)   pl_PL(11)   ko_KR(6)   zh_Hant_HK(5)   
  37 - LOC_TRAIT_LEADER_HMS_AURORA_ABILITY_DESCRIPTION:  (226) ->  en_US(436)   fr_FR(464)   de_DE(456)   it_IT(421)   es_ES(442)   ja_JP(280)   ru_RU(441)   pl_PL(428)   ko_KR(288)   zh_Hant_HK(227)   
  38 - LOC_UNIT_ELIZEBETH_BATTLESHIP_NAME:  (8) ->  en_US(26)   fr_FR(28)   de_DE(35)   it_IT(26)   es_ES(25)   ja_JP(8)   ru_RU(22)   pl_PL(25)   ko_KR(9)   zh_Hant_HK(7)   
  39 - LOC_LOADING_INFO_LEADER_HMS_ELIZEBETH:  (0) ->  en_US(0)   fr_FR(0)   de_DE(0)   it_IT(0)   es_ES(0)   ja_JP(0)   ru_RU(0)   pl_PL(0)   ko_KR(0)   zh_Hant_HK(0)   
  40 - LOC_LOADING_INFO_LEADER_HMS_AURORA:  (0) ->  en_US(0)   fr_FR(0)   de_DE(0)   it_IT(0)   es_ES(0)   ja_JP(0)   ru_RU(0)   pl_PL(0)   ko_KR(0)   zh_Hant_HK(0)   
  41 - LOC_UNIT_ELIZEBETH_BATTLESHIP_DESCRIPTION:  (50) ->  en_US(120)   fr_FR(135)   de_DE(163)   it_IT(141)   es_ES(138)   ja_JP(59)   ru_RU(107)   pl_PL(133)   ko_KR(69)   zh_Hant_HK(49)   
  42 - LOC_ABILITY_HMS_QUEEN_DECORATED_NAME:  (4) ->  en_US(13)   fr_FR(17)   de_DE(18)   it_IT(19)   es_ES(17)   ja_JP(5)   ru_RU(15)   pl_PL(15)   ko_KR(6)   zh_Hant_HK(4)   
  43 - LOC_ABILITY_HMS_QUEEN_DECORATED_DESCRIPTION:  (35) ->  en_US(73)   fr_FR(97)   de_DE(76)   it_IT(98)   es_ES(90)   ja_JP(44)   ru_RU(77)   pl_PL(88)   ko_KR(41)   zh_Hant_HK(35)   
  44 - LOC_ABILITY_ELIZEBETH_BATTLESHIP_NAME:  (8) ->  en_US(26)   fr_FR(28)   de_DE(35)   it_IT(26)   es_ES(25)   ja_JP(8)   ru_RU(22)   pl_PL(25)   ko_KR(9)   zh_Hant_HK(7)   
  45 - LOC_ABILITY_ELIZEBETH_BATTLESHIP_DESCRIPTION:  (25) ->  en_US(50)   fr_FR(36)   de_DE(36)   it_IT(36)   es_ES(36)   ja_JP(26)   ru_RU(32)   pl_PL(48)   ko_KR(26)   zh_Hant_HK(25)   

InGame translations:

  1 - LOC_BUILDING_HMS_ROYAL_OFFICE_NAME :  (5) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  2 - LOC_BUILDING_HMS_ROYAL_OFFICE_DESCRIPTION :  (88) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  3 - LOC_BUILDING_HMS_ROYAL_SERVICE_NAME :  (6) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  4 - BUILDING_HMS_ROYAL_SERVICE_DESCRIPTION :  (36) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  5 - LOC_CIVILIZATION_HMS_NAME :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  6 - LOC_CIVILIZATION_HMS_ADJECTIVE :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  7 - LOC_CIVILIZATION_HMS_DESCRIPTION :  (0) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  8 - LOC_CITY_NAME_HMS_LONDON :  (2) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  9 - LOC_TRAIT_CIVILIZATION_HMS_ABILITY_NAME :  (6) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  10 - LOC_TRAIT_CIVILIZATION_HMS_ABILITY_DESCRIPTION :  (220) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  11 - LOC_DISTRICT_ROYAL_PALACE_NAME :  (5) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  12 - LOC_DISTRICT_ROYAL_PALACE_DESCRIPTION :  (160) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  13 - LOC_IMPROVEMENT_ROYAL_CASTLE_NAME :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  14 - LOC_IMPROVEMENT_ROYAL_CASTLE_DESCRIPTION :  (336) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  15 - LOC_CITY_NAME_HMS_BIRMINGHAM :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  16 - LOC_CITY_NAME_HMS_SHEFFIELD :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  17 - LOC_CITY_NAME_HMS_LEEDS :  (2) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  18 - LOC_CITY_NAME_HMS_GLASGOW :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  19 - LOC_CITY_NAME_HMS_BRADFORD :  (5) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  20 - LOC_CITY_NAME_HMS_MANCHESTER :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  21 - LOC_CITY_NAME_HMS_EDINBURGH :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  22 - LOC_CITY_NAME_HMS_LIVERPOOL :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  23 - LOC_CITY_NAME_HMS_CARDIFF :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  24 - LOC_CITY_NAME_HMS_BELFAST :  (5) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  25 - LOC_CITY_NAME_HMS_OXFORD :  (2) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  26 - LOC_CITIZEN_NAME_HMS_CHURCHILL :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  27 - LOC_CITIZEN_NAME_HMS_WILLIAM_SHAKES_BEARE :  (7) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  28 - LOC_CITIZEN_NAME_HMS_SANSAN :  (9) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  29 - LOC_CITIZEN_NAME_HMS_MILTON :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  30 - LOC_LEADER_HMS_ELIZEBETH_NAME :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  31 - LOC_LEADER_HMS_AURORA_NAME :  (3) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  32 - LOC_LEADER_HMS_ELIZEBETH_GREETING :  (0) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  33 - LOC_LEADER_HMS_AURORA_GREETING :  (0) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  34 - LOC_TRAIT_LEADER_HMS_ELIZEBETH_ABILITY_NAME :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  35 - LOC_TRAIT_LEADER_HMS_ELIZEBETH_ABILITY_DESCRIPTION :  (104) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  36 - LOC_TRAIT_LEADER_HMS_AURORA_ABILITY_NAME :  (5) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  37 - LOC_TRAIT_LEADER_HMS_AURORA_ABILITY_DESCRIPTION :  (226) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  38 - LOC_UNIT_ELIZEBETH_BATTLESHIP_NAME :  (8) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  39 - LOC_LOADING_INFO_LEADER_HMS_ELIZEBETH :  (0) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  40 - LOC_LOADING_INFO_LEADER_HMS_AURORA :  (0) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  41 - LOC_UNIT_ELIZEBETH_BATTLESHIP_DESCRIPTION :  (50) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  42 - LOC_ABILITY_HMS_QUEEN_DECORATED_NAME :  (4) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  43 - LOC_ABILITY_HMS_QUEEN_DECORATED_DESCRIPTION :  (35) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  44 - LOC_ABILITY_ELIZEBETH_BATTLESHIP_NAME :  (8) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   
  45 - LOC_ABILITY_ELIZEBETH_BATTLESHIP_DESCRIPTION :  (25) ->  (en_US)   (fr_FR)   (de_DE)   (it_IT)   (es_ES)   (ja_JP)   (ru_RU)   (pl_PL)   (ko_KR)   (zh_Hant_HK)   

------------------------------------------------------------
Entries translated: {'en_US': 45, 'fr_FR': 45, 'de_DE': 45, 'it_IT': 45, 'es_ES': 45, 'ja_JP': 45, 'ru_RU': 45, 'pl_PL': 45, 'ko_KR': 45, 'zh_Hans_CN': 0, 'zh_Hant_HK': 45}
FrontEnd entries: {'en_US': 45, 'fr_FR': 45, 'de_DE': 45, 'it_IT': 45, 'es_ES': 45, 'ja_JP': 45, 'ru_RU': 45, 'pl_PL': 45, 'ko_KR': 45, 'zh_Hans_CN': 0, 'zh_Hant_HK': 45}
InGame entries: {'en_US': 45, 'fr_FR': 45, 'de_DE': 45, 'it_IT': 45, 'es_ES': 45, 'ja_JP': 45, 'ru_RU': 45, 'pl_PL': 45, 'ko_KR': 45, 'zh_Hans_CN': 0, 'zh_Hant_HK': 45}
